feature,class,shap_importance
P00533,2,0.0032566941609026333
P50222,2,0.003233856789990861
Q8N6Y0,3,0.0032010590059401932
O60674,3,0.0031976451077797225
Q9C0F1,3,0.0031761223387655924
P50222,4,0.0031661012657271496
P63162,2,0.00304248151161985
P12755,4,0.00301265491775842
P61073,4,0.0030052400488873353
P51610,2,0.002991377487733978
Q6Y7W6,3,0.0029780397212412087
Q92673,2,0.0029763497025676725
O95071,2,0.0029598995304838823
P98172,3,0.002948308884921092
O15078,4,0.002942009099385149
P08069,4,0.0029407619603917428
O95967,3,0.0029300504353540683
P48047,2,0.0029268851552107502
Q9Y5L0,3,0.0029147042689867003
O76024,4,0.002903640416806834
P61073,2,0.002897477877852225
Q8N0Z3,4,0.002892297137090049
O95470,4,0.0028697511965833197
O75478,3,0.002855628684986004
O43678,3,0.0028544230159367155
P78347,2,0.002847074580185953
Q2TAC2,2,0.002834300336616562
P35711,3,0.0028314681084916538
P48431,4,0.0028275083042512803
O95967,2,0.0028258970237306467
Q8N6Y0,2,0.002818179409036759
Q5JTH9,4,0.002798058716684677
Q13526,4,0.002779780136657646
P78347,3,0.0027791245332678357
Q96KQ4,4,0.0027581169235196133
P04156,2,0.002732992339382824
Q15303,2,0.0027225879815588193
Q05519,4,0.002718815863058203
P31323,3,0.0027072629470997183
P42336,2,0.002654889751654789
Q13123,4,0.0026477515053550597
P55854,2,0.002645703862040718
P17066,2,0.002633202197564401
Q9NR56,2,0.0026271797692212317
Q86X55,2,0.002622378616209629
P05787,4,0.002615647580717263
P10276,3,0.0026112187403367422
Q86X55,4,0.002602102278193636
Q15907,2,0.0025977977058183896
P63162,4,0.00259397090608991
P21860,2,0.002593097263582649
O00268,4,0.0025783248330797596
Q9Y2H9,2,0.002571512605522342
Q13418,4,0.0025628332905041867
P47897,4,0.0025584255333802957
Q16513,2,0.0025450725239351078
P61353,4,0.0025333075904834523
Q5JTH9,2,0.0025325531886136433
Q9NQB0,3,0.0025206045426899534
P05787,2,0.002506305221067143
P14314,2,0.0024900354719289736
P21860,3,0.0024570128022309225
Q9BZV1,2,0.002454766306428344
P00533,3,0.0024501361404979717
Q15139,3,0.002439510845399758
P04156,4,0.002433049265044387
O95470,2,0.002424363666637017
Q15907,3,0.0024176302925955555
P55884,3,0.002404910352573943
Q9NR56,3,0.0024034218712415552
Q96ED9,2,0.002385724887663878
Q96KQ4,3,0.002370901880095996
P18206,3,0.0023702127786408736
P63151,2,0.0023666755154036372
P61353,2,0.0023666712792339128
Q92560,3,0.00235763919457277
Q92614,3,0.0023517202146086675
P17174,3,0.0023459076665983685
Q96LK0,4,0.002343959575435232
Q9BYJ9,2,0.002343023361580981
Q9Y5L4,2,0.00233588027724476
Q5TC82,4,0.0023342243218058304
Q13546,4,0.0023115061018350175
