interact_type	virus_unid	human_unid	VirusName	FamilyName
physical	P0DTC4	P61353	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62888	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P46776	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q969Q0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04843	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04844	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P23396	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62753	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P46781	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62847	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P2E9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00767	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P31040	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H4F8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96KC8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P34897	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H3P7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96GQ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q53EP0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96EL2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P82675	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15758	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04920	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P31641	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	B7ZAQ6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P55011	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UP95	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P53985	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96HY6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q16658	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q12981	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62314	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P35610	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P12931	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P36956	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q12772	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P08240	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13586	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13190	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P78536	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P02786	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99615	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62987	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P78381	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y277	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86Y07	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2G1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P07947	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51149	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q00765	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P27708	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NC44	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96N66	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13838	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6PJF5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IZA0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00124	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TBM8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H6H4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43169	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9C0E8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NRG9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TCT9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H3N1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q969M3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NC67	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H0U4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P49069	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11441	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O60353	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H0U3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96JW4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TED0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H6X2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96NT0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75882	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NFA0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TEQ8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q53EU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96SK2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P52429	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IWB1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96RP9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15121	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A4D1E9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15438	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TCS8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92538	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13443	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62491	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P2R7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95470	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14966	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95210	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5BJH7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99640	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86TI2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5T8D3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96S97	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99650	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43684	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96AA3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NR30	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00400	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95292	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P0L0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75911	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P35606	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15643	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N4V1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62829	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43396	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95864	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UNQ0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NZJ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WTV0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15126	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NZ01	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75352	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95249	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14683	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75570	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75694	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15091	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15011	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92544	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92604	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75083	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TBA6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P60953	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P46926	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q16625	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9NP58	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15127	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O75110	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P59998	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15143	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O14595	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9HCU5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q6P1A2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9Y619	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O60858	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O75955	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q14728	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P78383	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15439	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15155	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q13488	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q5VZM2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O43402	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O95487	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q92979	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q92581	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q15437	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q15436	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q99536	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q86X55	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O75915	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q92747	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q12788	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O95361	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15498	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O43291	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P23141	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q15125	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q53GS9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9Y666	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O75884	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P57081	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O95486	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O94966	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9Y2Z0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q99575	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q14849	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O60266	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O14975	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P18754	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P08910	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q12893	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O15258	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9UGQ3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9NUT2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P09001	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9UGP8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q96EM0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
