interact_type	virus_unid	human_unid	VirusName	FamilyName
physical	P0DTC4	P15313	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00268	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H8G2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NZM5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	B0FP48	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15127	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15143	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HCU5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P42704	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q12931	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O60858	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15439	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75844	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15155	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43402	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14744	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14735	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15173	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95487	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43615	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14967	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75915	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15269	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15498	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O43291	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P23141	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P81408	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96TA2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95486	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O76031	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95070	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P30048	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P49753	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q07065	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A1L0T0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6P1M0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O60266	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15286	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P08910	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15258	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UDY4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UGP8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99653	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99623	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00154	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BZF1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WUK0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5SQN1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96CW1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NEN9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O96005	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6UXM1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q00610	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92887	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H490	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11766	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NFH5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P21964	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P10606	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q4G0N4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75976	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P31327	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86UL3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P00167	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q16678	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N0U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86W74	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NHP6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6ZXV5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P14868	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11182	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NFQ8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P39656	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UBM7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P09622	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13409	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q4KMQ2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P05198	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P29317	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5SNT2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95477	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TCJ2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P27105	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P07099	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P13804	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P13196	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95573	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51648	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04075	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2H6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NTJ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P18850	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q12770	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q14914	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UL25	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TEY7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6P996	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A3KMH1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86XL3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96S66	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92575	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A2VDJ0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q2PZI1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2G8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BSJ8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15629	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92545	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15043	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P40429	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13423	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y305	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IV08	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15031	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UPY5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UHN6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q14318	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P0T7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6UWP7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q643R3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q3MJ13	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y3P4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9GZM5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6UB35	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BWL3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7Z4F1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2S7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N2K0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5JTV8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75616	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y4P3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UKV5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y639	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96DZ1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92896	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O94925	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P00367	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6PL24	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N128	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NC42	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5HYI8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2Q9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P032	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q53FV1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P12235	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96G23	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P40939	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P09601	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P30519	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99873	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P17066	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11142	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P38646	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P10809	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P25685	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P15260	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86SJ2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11717	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P05067	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P26006	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P05556	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P56537	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P18084	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P46977	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q14573	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6UW68	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P84077	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15554	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P18085	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P49748	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62330	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86UP2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q07960	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q14739	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O60427	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H6A9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92543	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P20700	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P40616	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75581	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75197	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51690	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P33992	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P40926	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P61006	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14880	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P33527	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6NUM6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q16795	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O95299	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P28331	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O75306	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P19404	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P56181	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00746	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O15118	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P20020	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N5K1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P25705	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15070	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P09958	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P43034	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NP80	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15738	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P36542	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WXF7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q71UM5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y320	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TC12	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y6B6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q53GQ0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NBQ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NYM9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NZS9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NYG2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y6I9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y2R5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UBS9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y385	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P61106	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P08559	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y394	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96SZ6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96BY9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NZC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92930	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13563	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P2W9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q15904	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P16435	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UM00	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IUH4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NXW2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TD43	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96QT4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NXH8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6NUQ4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6NUM9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5VV42	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NXB0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9C0C4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7L0Y3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N5Y8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BSJ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y679	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NW15	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7L1W4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P57088	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N5G2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q2TAY7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NV66	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H089	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BXB1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96AG4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HBM0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NXF8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NXE4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BTX1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96HE9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IWB9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P258	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BT22	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y5E6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y5E7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y5I4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UN75	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UN74	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NR31	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NPA0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HD45	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P28074	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96A33	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62191	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q99460	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P55036	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HD26	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HD20	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NQC3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96B96	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9ULF5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86SQ4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q969X5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y5W7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6NTF9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BV38	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q3KR37	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A0FGR8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6PIU2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q4ADV7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9P246	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96CP6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P18031	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P17706	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HBI6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y5M8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62820	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P61019	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00194	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51148	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P82673	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7L8L6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P18124	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62424	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P62917	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P32969	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P30050	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P26373	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q02543	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P46778	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P61254	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
